Criterion,Intent
"Confirmed diagnosis of previously treated relapsed/refractory patients MCL with CD5+, CD23-, CD20+ and chromosome translocation t(11;14), (q13;q32) and/or overexpress cyclin D1 in tissue biopsy (blastoid/pleomorphic morphology, complex karyotype is acceptable).",mantle-cell
"Diagnosis of mantle cell lymphoma (MCL) must include morphology and expression of either cyclin D1 in association with other relevant markers (eg, CD19, CD20, CD5) or evidence of t(11;14) as assessed by cytogenetics, fluorescent in situ hybridization (FISH), or polymerase chain reaction (PCR)",mantle-cell
"for subjects with MCL (confirmed with cyclin D1 expression or evidence of t(11;14) by cytogenetics, fluorescent in situ hybridization (FISH) or polymerase chain reaction (PCR): relapsed or refractory disease after at least 1 prior regimen with chemo-immunotherapy (prior auto-HSCT is allowable)",mantle-cell
Group 3: with only MCL with t(11;14) or overexpression of cyclin D1,mantle-cell
"MCL (diagnosis must be confirmed with cyclin D1 expression or evidence of t(11;14) by cytogenetics, fluorescent in situ hybridization [FISH], or PCR) with relapsed or refractory disease after at least 1 prior line of MCL therapy",mantle-cell
"MCL cohort: Mantle cell lympohma (diagnosis must be confirmed with cyclin D1 expression or evidence of t(11;14) by cytogenetics, fluorescent in situ hybridization [FISH], or PCR) with relapsed or refractory disease ",mantle-cell
"MCL cohort: MCL (diagnosis must be confirmed with cyclin D1 expression or evidence of t(11;14) by cytogenetics, fluorescent in situ hybridization [FISH], or PCR) with relapsed or refractory disease after at least 1 prior line of MCL therapy",mantle-cell
Newly diagnosed MCL: Confirmed diagnosis of MCL with CD20 and cyclin D1 positivity in tissue biopsy; patients must have never received any prior therapy for their disease,mantle-cell
"Pathologically confirmed MCL (in tumor tissue), with  either overexpression of cyclin D1 in association with other relevant markers (eg, CD19, CD20, PAX5, CD5) or evidence of t(11;14) as assessed by cytogenetics, fluorescent in situ hybridization (FISH), or polymerase chain reaction (PCR)",mantle-cell
"Pathologically confirmed MCL (in tumor tissue), with documentation of either overexpression of cyclin D1 in association with other relevant markers (eg, CD19, CD20, PAX5, CD5) or evidence of t(11;14) as assessed by cytogenetics, fluorescent in situ hybridization (FISH), or polymerase chain reaction (PCR)",mantle-cell
"Pathologically confirmed MCL, with documentation of a chromosome translocation t(11;14)(q13;q32) and/or overexpression of cyclin D1 in association with other relevant markers (eg, CD5, CD19, CD20, PAX5) .",mantle-cell
"Pathologically confirmed MCL, with documentation of chromosome translocation t(11;14)(q13;q32) and/or overexpression of cyclin D1 in association with other relevant markers (eg, CD5, CD19, CD20, PAX5).",mantle-cell
"Pathologically confirmed MCL, with documentation of monoclonal CD20+ B cells that have a chromosome translocation t(11;14)(q13;q32) and/or overexpress cyclin D1.",mantle-cell
"Patients must have histologically confirmed (biopsy-proven) diagnosis of mantle cell lymphoma (MCL), with documented cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or FISH.",mantle-cell
"Patients must have histologically confirmed (biopsy-proven) diagnosis of mantle cell lymphoma (MCL), with documented cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or FISH.26",mantle-cell
"Patients must have histologically confirmed mantle cell lymphoma, with cyclin D1 by immunohistochemical stains and/or t(11;14) by cytogenetics or FISH",mantle-cell
"Patients must have histologically confirmed mantle cell lymphoma, with cyclin D1 by immunohistochemical stains and/or t(11;14) by cytogenetics or FISH. The proliferation rate, using Ki-67 or MIB-1, should also be determined, but is not required until Step 1 registration. Patients may register to Step 0 without a documented Ki-67 index.",mantle-cell
"Patients must have histologically confirmed mantle cell lymphoma, with documented cluster of differentiation (CD19) or CD20 expression and cyclin D1 (BCL1) by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescence in situ hybridization (FISH",mantle-cell
"Patients must have histologically confirmed mantle cell lymphoma, with documented cluster of differentiation (CD19) or CD20 expression and cyclin D1 (BCL1) by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescence in situ hybridization (FISH); the diagnosis must be confirmed by formal hematopathology review at the enrolling center, including assessment of Ki-67 proliferation index ( <= 30% versus > 30% versus ?indeterminate? Ki-67 index)",mantle-cell
"Patients must have untreated histologically confirmed mantle cell lymphoma, with cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescent in situ hybridization (FISH)",mantle-cell
"Patients must have untreated histologically confirmed mantle cell lymphoma, with cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescent in situ hybridization (FISH) on involved tissue biopsy.",mantle-cell
"Patients must have untreated histologically confirmed mantle cell lymphoma, with cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescent in situ hybridization (FISH). ",mantle-cell
"Patients must have untreated histologically confirmed mantle cell lymphoma, with cyclin D1 (BCL1) expression by immunohistochemical stains and/or t(11;14) by cytogenetics or fluorescent in situ hybridization (FISH). The diagnosis must be confirmed by formal hematopathology review at the enrolling center.",mantle-cell
"Relapsed or refractory, pathologically proven mantle cell lymphoma. Must have a current or prior tissue sample that is IHC positive for cyclin D 1 or that is positive by FISH or cytogenetics for t(11;14).",mantle-cell
Subjects must have histologically or cytologically confirmed MCL as defined by the World Health Organization. All patients must have either t(11;14) by karyotype or fluorescent in-situ hybridization (FISH) or positive immunohistochemistry (IHC) for cyclin D1.,mantle-cell
">= 1 measurable lesion per Response Evaluation Criteria In Solid Tumors (RECIST) Version 1.1 that has not been previously treated with locoregional therapy. A participant with a lesion(s) that has previously been treated with locoregional therapy is also eligible, if the lesion has documented progression after locoregional treatment and is measureable.",measurable
1-3 liver lesions measurable on CT/MRI or PET/CT performed within 6 weeks prior to study entry,measurable
"A minimum of 1 measurable Target Lesion that can be accurately measured by calipers, computed tomography (CT) or magnetic resonance imaging (MRI) consisting of at least one of the following:",measurable
"All patients must have measurable disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1; measurable disease is defined as at least one target lesion that can be accurately measured in at least one dimension (longest diameter to be recorded); each lesion must be >= 10 mm when measured by computed tomography (CT), magnetic resonance imaging (MRI), or caliper measurement by clinical exam; or >= 20 mm when measured by chest x-ray; lymph nodes must be >= 15 mm in short axis when measured by CT or MRI; all imaging studies must be performed within 28 days prior to registration",measurable
"All patients must have measurable disease, defined as at least one lesion that can be accurately measured in at least one dimension (longest diameter to be recorded for non-nodal lesions and short axis for nodal lesions) as greater than or equal to 20 mm with conventional techniques or as greater than or equal to 10 mm with spiral CT scan.",measurable
All subjects must have measurable disease in 2-dimensions on MRI scan of the brain; disease should be consistently measured with the two largest perpendicular dimensions,measurable
